WARNING: radv is not a conformant Vulkan implementation, testing use only.
0.00.034.153 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.034.314 W srv  llama_server: -----------------
0.00.034.316 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.034.316 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.034.316 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.034.316 W srv  llama_server: -----------------
0.00.035.479 I srv    load_model: loading model '/home/ransika/applications/llama-cpp/models/qwen/ista-daslab/Qwen3.8-27B-GSQ-RCO-IQ3_XXS-mtp.gguf'
0.12.520.783 I cmn          init: llama threadpool init, n_threads = 8
0.12.521.046 W cmn  common_init_: KV cache shifting is not supported for this context, disabling KV cache shifting
0.12.605.982 I common_speculative_init_result: creating MTP draft context against the target model '/home/ransika/applications/llama-cpp/models/qwen/ista-daslab/Qwen3.8-27B-GSQ-RCO-IQ3_XXS-mtp.gguf'
0.12.703.159 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 106496, kv_unified = 'true'
0.12.732.576 I srv  llama_server: model loaded
0.12.732.583 I srv  llama_server: listening on http://0.0.0.0:8080
0.12.732.584 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.12.732.584 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
0.13.067.237 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
37.28.489.096 I slot print_timing: id  2 | task 9709 | prompt processing, n_tokens =   6186, progress = 0.38, t =  10.01 s / 618.06 tokens per second
37.30.461.201 I slot print_timing: id  2 | task 9709 | prompt processing, n_tokens =   7210, progress = 0.44, t =  11.95 s / 603.12 tokens per second
37.32.493.561 I slot print_timing: id  2 | task 9709 | prompt processing, n_tokens =   8234, progress = 0.51, t =  13.96 s / 590.02 tokens per second
37.34.579.294 I slot print_timing: id  2 | task 9709 | prompt processing, n_tokens =   9258, progress = 0.57, t =  16.02 s / 578.08 tokens per second
37.36.717.551 I slot print_timing: id  2 | task 9709 | prompt processing, n_tokens =  10282, progress = 0.63, t =  18.13 s / 567.22 tokens per second
37.38.907.360 I slot print_timing: id  2 | task 9709 | prompt processing, n_tokens =  11306, progress = 0.69, t =  20.29 s / 557.23 tokens per second
37.41.147.806 I slot print_timing: id  2 | task 9709 | prompt processing, n_tokens =  12330, progress = 0.76, t =  22.51 s / 547.86 tokens per second
37.43.437.790 I slot print_timing: id  2 | task 9709 | prompt processing, n_tokens =  13354, progress = 0.82, t =  24.77 s / 539.09 tokens per second
37.45.781.452 I slot print_timing: id  2 | task 9709 | prompt processing, n_tokens =  14378, progress = 0.88, t =  27.09 s / 530.79 tokens per second
37.48.183.122 I slot print_timing: id  2 | task 9709 | prompt processing, n_tokens =  15402, progress = 0.95, t =  29.46 s / 522.85 tokens per second
37.49.083.391 I slot print_timing: id  2 | task 9709 | prompt processing, n_tokens =  15754, progress = 0.97, t =  30.72 s / 512.79 tokens per second
37.50.372.943 I slot print_timing: id  2 | task 9709 | prompt processing, n_tokens =  16266, progress = 1.00, t =  31.67 s / 513.64 tokens per second
37.50.374.318 W slot create_check: id  2 | task 9709 | erasing old context checkpoint (pos_min = 41, pos_max = 41, n_tokens = 42, size = 149.684 MiB)
37.53.541.566 I slot print_timing: id  2 | task 9709 | n_gen =    112, tg =  36.97 t/s, tg_3s =  37.29 t/s
37.56.602.673 I slot print_timing: id  2 | task 9709 | n_gen =    230, tg =  37.76 t/s, tg_3s =  38.55 t/s
37.59.635.408 I slot print_timing: id  2 | task 9709 | n_gen =    320, tg =  35.07 t/s, tg_3s =  29.68 t/s
38.02.655.071 I slot print_timing: id  2 | task 9709 | n_gen =    411, tg =  33.84 t/s, tg_3s =  30.14 t/s
38.03.914.834 I slot print_timing: id  2 | task 9709 | prompt eval time =   33037.02 ms / 16270 tokens (    2.03 ms per token,   492.48 tokens per second)
38.03.914.849 I slot print_timing: id  2 | task 9709 |        eval time =   13375.83 ms /   456 tokens (   29.40 ms per token,    34.02 tokens per second)
38.03.914.852 I slot print_timing: id  2 | task 9709 |       total time =   46412.84 ms / 16726 tokens
38.03.914.854 I slot print_timing: id  2 | task 9709 |    graphs reused =       9023
38.03.914.864 I slot print_timing: id  2 | task 9709 | draft acceptance = 0.76243 (  276 accepted /   362 generated), mean len =  2.52
38.03.916.350 I slot      release: id  2 | task 9709 | stop processing: n_tokens = 16727, truncated = 0
38.03.999.935 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 164325712123
38.04.000.010 I slot launch_slot_: id  1 | task 9910 | processing task, is_child = 0
38.04.001.286 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1073.238 MiB)
38.09.752.350 I slot print_timing: id  1 | task 9910 | prompt processing, n_tokens =   3114, progress = 0.15, t =   4.48 s / 694.90 tokens per second
38.11.568.903 I slot print_timing: id  1 | task 9910 | prompt processing, n_tokens =   4138, progress = 0.20, t =   6.27 s / 659.76 tokens per second
38.13.437.430 I slot print_timing: id  1 | task 9910 | prompt processing, n_tokens =   5162, progress = 0.25, t =   8.11 s / 636.13 tokens per second
38.15.357.245 I slot print_timing: id  1 | task 9910 | prompt processing, n_tokens =   6186, progress = 0.30, t =  10.01 s / 618.03 tokens per second
38.17.327.480 I slot print_timing: id  1 | task 9910 | prompt processing, n_tokens =   7210, progress = 0.35, t =  11.95 s / 603.17 tokens per second
38.19.357.424 I slot print_timing: id  1 | task 9910 | prompt processing, n_tokens =   8234, progress = 0.40, t =  13.95 s / 590.18 tokens per second
38.21.444.605 I slot print_timing: id  1 | task 9910 | prompt processing, n_tokens =   9258, progress = 0.45, t =  16.01 s / 578.20 tokens per second
38.23.582.655 I slot print_timing: id  1 | task 9910 | prompt processing, n_tokens =  10282, progress = 0.50, t =  18.12 s / 567.32 tokens per second
38.25.774.197 I slot print_timing: id  1 | task 9910 | prompt processing, n_tokens =  11306, progress = 0.55, t =  20.29 s / 557.29 tokens per second
38.28.015.985 I slot print_timing: id  1 | task 9910 | prompt processing, n_tokens =  12330, progress = 0.60, t =  22.50 s / 547.90 tokens per second
38.30.303.727 I slot print_timing: id  1 | task 9910 | prompt processing, n_tokens =  13354, progress = 0.65, t =  24.77 s / 539.12 tokens per second
38.32.640.500 I slot print_timing: id  1 | task 9910 | prompt processing, n_tokens =  14378, progress = 0.70, t =  27.08 s / 530.91 tokens per second
38.35.034.561 I slot print_timing: id  1 | task 9910 | prompt processing, n_tokens =  15402, progress = 0.75, t =  29.45 s / 523.06 tokens per second
38.37.491.181 I slot print_timing: id  1 | task 9910 | prompt processing, n_tokens =  16426, progress = 0.80, t =  31.87 s / 515.34 tokens per second
38.39.993.749 I slot print_timing: id  1 | task 9910 | prompt processing, n_tokens =  17450, progress = 0.85, t =  34.35 s / 507.97 tokens per second
38.42.544.118 I slot print_timing: id  1 | task 9910 | prompt processing, n_tokens =  18474, progress = 0.89, t =  36.88 s / 500.93 tokens per second
38.45.145.686 I slot print_timing: id  1 | task 9910 | prompt processing, n_tokens =  19498, progress = 0.94, t =  39.45 s / 494.19 tokens per second
38.46.881.529 I slot print_timing: id  1 | task 9910 | prompt processing, n_tokens =  20128, progress = 0.98, t =  42.08 s / 478.34 tokens per second
38.48.279.802 I slot print_timing: id  1 | task 9910 | prompt processing, n_tokens =  20640, progress = 1.00, t =  42.61 s / 484.43 tokens per second
38.48.281.462 W slot create_check: id  1 | task 9910 | erasing old context checkpoint (pos_min = 41, pos_max = 41, n_tokens = 42, size = 149.684 MiB)
38.51.479.415 I slot print_timing: id  1 | task 9910 | n_gen =    103, tg =  33.69 t/s, tg_3s =  34.02 t/s
38.54.487.779 I slot print_timing: id  1 | task 9910 | n_gen =    208, tg =  34.30 t/s, tg_3s =  34.90 t/s
38.57.509.252 I slot print_timing: id  1 | task 9910 | n_gen =    315, tg =  34.67 t/s, tg_3s =  35.41 t/s
39.00.535.524 I slot print_timing: id  1 | task 9910 | n_gen =    415, tg =  34.26 t/s, tg_3s =  33.04 t/s
39.03.578.158 I slot print_timing: id  1 | task 9910 | n_gen =    506, tg =  33.39 t/s, tg_3s =  29.91 t/s
39.06.587.705 I slot print_timing: id  1 | task 9910 | n_gen =    593, tg =  32.64 t/s, tg_3s =  28.91 t/s
39.09.662.438 I slot print_timing: id  1 | task 9910 | n_gen =    688, tg =  32.39 t/s, tg_3s =  30.90 t/s
39.12.689.617 I slot print_timing: id  1 | task 9910 | n_gen =    788, tg =  32.47 t/s, tg_3s =  33.03 t/s
39.15.741.575 I slot print_timing: id  1 | task 9910 | n_gen =    888, tg =  32.50 t/s, tg_3s =  32.77 t/s
39.18.761.327 I slot print_timing: id  1 | task 9910 | n_gen =    972, tg =  32.04 t/s, tg_3s =  27.82 t/s
39.21.766.696 I slot print_timing: id  1 | task 9910 | n_gen =   1076, tg =  32.27 t/s, tg_3s =  34.60 t/s
39.24.806.968 I slot print_timing: id  1 | task 9910 | n_gen =   1164, tg =  31.99 t/s, tg_3s =  28.94 t/s
39.27.865.649 I slot print_timing: id  1 | task 9910 | n_gen =   1248, tg =  31.64 t/s, tg_3s =  27.46 t/s
39.30.919.033 I slot print_timing: id  1 | task 9910 | n_gen =   1340, tg =  31.53 t/s, tg_3s =  30.13 t/s
39.33.961.525 I slot print_timing: id  1 | task 9910 | n_gen =   1421, tg =  31.20 t/s, tg_3s =  26.62 t/s
39.37.020.544 I slot print_timing: id  1 | task 9910 | n_gen =   1507, tg =  31.01 t/s, tg_3s =  28.11 t/s
39.40.071.543 I slot print_timing: id  1 | task 9910 | n_gen =   1595, tg =  30.88 t/s, tg_3s =  28.84 t/s
39.43.131.063 I slot print_timing: id  1 | task 9910 | n_gen =   1690, tg =  30.89 t/s, tg_3s =  31.05 t/s
39.46.151.593 I slot print_timing: id  1 | task 9910 | n_gen =   1788, tg =  30.97 t/s, tg_3s =  32.44 t/s
39.49.195.558 I slot print_timing: id  1 | task 9910 | n_gen =   1894, tg =  31.16 t/s, tg_3s =  34.82 t/s
39.52.227.758 I slot print_timing: id  1 | task 9910 | n_gen =   1993, tg =  31.23 t/s, tg_3s =  32.65 t/s
39.55.254.433 I slot print_timing: id  1 | task 9910 | n_gen =   2097, tg =  31.38 t/s, tg_3s =  34.36 t/s
39.58.335.230 I slot print_timing: id  1 | task 9910 | n_gen =   2210, tg =  31.61 t/s, tg_3s =  36.68 t/s
40.01.401.387 I slot print_timing: id  1 | task 9910 | n_gen =   2317, tg =  31.75 t/s, tg_3s =  34.90 t/s
40.04.448.703 I slot print_timing: id  1 | task 9910 | n_gen =   2398, tg =  31.54 t/s, tg_3s =  26.58 t/s
40.07.465.346 I slot print_timing: id  1 | task 9910 | n_gen =   2499, tg =  31.62 t/s, tg_3s =  33.48 t/s
40.10.516.685 I slot print_timing: id  1 | task 9910 | n_gen =   2590, tg =  31.55 t/s, tg_3s =  29.82 t/s
40.13.563.188 I slot print_timing: id  1 | task 9910 | n_gen =   2674, tg =  31.41 t/s, tg_3s =  27.57 t/s
40.16.612.792 I slot print_timing: id  1 | task 9910 | n_gen =   2768, tg =  31.39 t/s, tg_3s =  30.82 t/s
40.19.659.341 I slot print_timing: id  1 | task 9910 | n_gen =   2856, tg =  31.30 t/s, tg_3s =  28.89 t/s
40.22.729.693 I slot print_timing: id  1 | task 9910 | n_gen =   2943, tg =  31.21 t/s, tg_3s =  28.34 t/s
40.25.785.472 I slot print_timing: id  1 | task 9910 | n_gen =   3047, tg =  31.29 t/s, tg_3s =  34.03 t/s
40.28.787.794 I slot print_timing: id  1 | task 9910 | n_gen =   3142, tg =  31.31 t/s, tg_3s =  31.64 t/s
40.31.858.436 I slot print_timing: id  1 | task 9910 | n_gen =   3233, tg =  31.26 t/s, tg_3s =  29.64 t/s
40.34.907.084 I slot print_timing: id  1 | task 9910 | n_gen =   3319, tg =  31.17 t/s, tg_3s =  28.21 t/s
40.37.955.313 I slot print_timing: id  1 | task 9910 | n_gen =   3410, tg =  31.13 t/s, tg_3s =  29.85 t/s
40.40.976.800 I slot print_timing: id  1 | task 9910 | n_gen =   3499, tg =  31.09 t/s, tg_3s =  29.46 t/s
40.44.026.794 I slot print_timing: id  1 | task 9910 | n_gen =   3599, tg =  31.13 t/s, tg_3s =  32.79 t/s
40.47.075.726 I slot print_timing: id  1 | task 9910 | n_gen =   3693, tg =  31.12 t/s, tg_3s =  30.83 t/s
40.50.133.123 I slot print_timing: id  1 | task 9910 | n_gen =   3769, tg =  30.97 t/s, tg_3s =  24.86 t/s
40.53.187.164 I slot print_timing: id  1 | task 9910 | n_gen =   3867, tg =  30.99 t/s, tg_3s =  32.09 t/s
40.56.236.070 I slot print_timing: id  1 | task 9910 | n_gen =   3963, tg =  31.01 t/s, tg_3s =  31.49 t/s
40.59.279.507 I slot print_timing: id  1 | task 9910 | n_gen =   4060, tg =  31.03 t/s, tg_3s =  31.87 t/s
41.00.362.151 I slot print_timing: id  1 | task 9910 | prompt eval time =   44082.25 ms / 20644 tokens (    2.14 ms per token,   468.31 tokens per second)
41.00.362.156 I slot print_timing: id  1 | task 9910 |        eval time =  131910.02 ms /  4096 tokens (   32.21 ms per token,    31.04 tokens per second)
41.00.362.157 I slot print_timing: id  1 | task 9910 |       total time =  175992.27 ms / 24740 tokens
41.00.362.158 I slot print_timing: id  1 | task 9910 |    graphs reused =      10706
41.00.362.161 I slot print_timing: id  1 | task 9910 | draft acceptance = 0.70391 ( 2394 accepted /  3401 generated), mean len =  2.41
41.00.362.939 I slot      release: id  1 | task 9910 | stop processing: n_tokens = 24739, truncated = 0
41.00.424.307 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 164378962508
41.00.424.403 I slot launch_slot_: id  0 | task 11635 | processing task, is_child = 0
41.00.425.995 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 909.852 MiB)
41.06.277.787 I slot print_timing: id  0 | task 11635 | prompt processing, n_tokens =   3114, progress = 0.15, t =   4.48 s / 694.56 tokens per second
41.08.095.633 I slot print_timing: id  0 | task 11635 | prompt processing, n_tokens =   4138, progress = 0.20, t =   6.28 s / 659.43 tokens per second
41.09.964.382 I slot print_timing: id  0 | task 11635 | prompt processing, n_tokens =   5162, progress = 0.25, t =   8.12 s / 635.84 tokens per second
41.11.884.042 I slot print_timing: id  0 | task 11635 | prompt processing, n_tokens =   6186, progress = 0.30, t =  10.01 s / 617.85 tokens per second
41.13.855.500 I slot print_timing: id  0 | task 11635 | prompt processing, n_tokens =   7210, progress = 0.35, t =  11.96 s / 602.96 tokens per second
41.15.887.616 I slot print_timing: id  0 | task 11635 | prompt processing, n_tokens =   8234, progress = 0.40, t =  13.96 s / 589.91 tokens per second
41.17.973.749 I slot print_timing: id  0 | task 11635 | prompt processing, n_tokens =   9258, progress = 0.45, t =  16.02 s / 577.95 tokens per second
41.20.114.105 I slot print_timing: id  0 | task 11635 | prompt processing, n_tokens =  10282, progress = 0.50, t =  18.13 s / 567.13 tokens per second
41.22.306.706 I slot print_timing: id  0 | task 11635 | prompt processing, n_tokens =  11306, progress = 0.54, t =  20.30 s / 557.02 tokens per second
41.24.550.629 I slot print_timing: id  0 | task 11635 | prompt processing, n_tokens =  12330, progress = 0.59, t =  22.51 s / 547.65 tokens per second
41.26.840.411 I slot print_timing: id  0 | task 11635 | prompt processing, n_tokens =  13354, progress = 0.64, t =  24.78 s / 538.85 tokens per second
41.29.183.458 I slot print_timing: id  0 | task 11635 | prompt processing, n_tokens =  14378, progress = 0.69, t =  27.10 s / 530.60 tokens per second
41.31.581.961 I slot print_timing: id  0 | task 11635 | prompt processing, n_tokens =  15402, progress = 0.74, t =  29.47 s / 522.68 tokens per second
41.34.040.613 I slot print_timing: id  0 | task 11635 | prompt processing, n_tokens =  16426, progress = 0.79, t =  31.90 s / 514.92 tokens per second
41.36.541.040 I slot print_timing: id  0 | task 11635 | prompt processing, n_tokens =  17450, progress = 0.84, t =  34.38 s / 507.57 tokens per second
41.39.089.902 I slot print_timing: id  0 | task 11635 | prompt processing, n_tokens =  18474, progress = 0.89, t =  36.90 s / 500.61 tokens per second
41.41.689.778 I slot print_timing: id  0 | task 11635 | prompt processing, n_tokens =  19498, progress = 0.94, t =  39.48 s / 493.91 tokens per second
41.43.690.020 I slot print_timing: id  0 | task 11635 | prompt processing, n_tokens =  20229, progress = 0.98, t =  42.10 s / 480.49 tokens per second
41.45.086.491 I slot print_timing: id  0 | task 11635 | prompt processing, n_tokens =  20741, progress = 1.00, t =  42.89 s / 483.59 tokens per second
41.45.088.175 W slot create_check: id  0 | task 11635 | erasing old context checkpoint (pos_min = 41, pos_max = 41, n_tokens = 42, size = 149.684 MiB)
41.48.265.507 I slot print_timing: id  0 | task 11635 | n_gen =    105, tg =  34.58 t/s, tg_3s =  34.91 t/s
41.51.308.759 I slot print_timing: id  0 | task 11635 | n_gen =    207, tg =  34.04 t/s, tg_3s =  33.52 t/s
41.54.379.951 I slot print_timing: id  0 | task 11635 | n_gen =    308, tg =  33.65 t/s, tg_3s =  32.89 t/s
41.57.408.167 I slot print_timing: id  0 | task 11635 | n_gen =    408, tg =  33.50 t/s, tg_3s =  33.02 t/s
41.58.317.308 I slot print_timing: id  0 | task 11635 | prompt eval time =   44365.20 ms / 20745 tokens (    2.14 ms per token,   467.60 tokens per second)
41.58.317.311 I slot print_timing: id  0 | task 11635 |        eval time =   13059.63 ms /   436 tokens (   30.02 ms per token,    33.31 tokens per second)
41.58.317.312 I slot print_timing: id  0 | task 11635 |       total time =   57424.83 ms / 21181 tokens
41.58.317.312 I slot print_timing: id  0 | task 11635 |    graphs reused =      10876
41.58.317.315 I slot print_timing: id  0 | task 11635 | draft acceptance = 0.76453 (  263 accepted /   344 generated), mean len =  2.53
41.58.317.860 I slot      release: id  0 | task 11635 | stop processing: n_tokens = 21180, truncated = 0
57.39.062.753 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 164452505217
57.39.063.020 I slot launch_slot_: id  3 | task 11831 | processing task, is_child = 0
57.39.064.479 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 878.876 MiB)
57.43.972.588 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =   2660, progress = 0.05, t =   4.21 s / 632.40 tokens per second
57.45.824.512 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =   3684, progress = 0.07, t =   5.43 s / 678.35 tokens per second
57.47.646.968 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =   4708, progress = 0.08, t =   7.23 s / 651.21 tokens per second
57.49.522.573 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =   5732, progress = 0.10, t =   9.08 s / 631.38 tokens per second
57.51.449.541 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =   6756, progress = 0.12, t =  10.98 s / 615.29 tokens per second
57.53.430.554 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =   7780, progress = 0.14, t =  12.93 s / 601.59 tokens per second
57.55.470.214 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =   8804, progress = 0.16, t =  14.94 s / 589.13 tokens per second
57.57.563.637 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =   9828, progress = 0.18, t =  17.01 s / 577.78 tokens per second
57.59.707.933 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  10852, progress = 0.19, t =  19.13 s / 567.32 tokens per second
58.01.906.092 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  11876, progress = 0.21, t =  21.30 s / 557.57 tokens per second
58.04.156.566 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  12900, progress = 0.23, t =  23.52 s / 548.38 tokens per second
58.06.453.488 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  13924, progress = 0.25, t =  25.80 s / 539.76 tokens per second
58.08.801.354 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  14948, progress = 0.27, t =  28.12 s / 531.58 tokens per second
58.11.209.205 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  15972, progress = 0.29, t =  30.50 s / 523.72 tokens per second
58.13.671.935 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  16996, progress = 0.30, t =  32.94 s / 516.05 tokens per second
58.16.185.071 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  18020, progress = 0.32, t =  35.42 s / 508.74 tokens per second
58.18.707.706 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  19011, progress = 0.34, t =  37.96 s / 500.84 tokens per second
58.21.385.075 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  20035, progress = 0.36, t =  40.57 s / 493.82 tokens per second
58.24.048.457 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  21059, progress = 0.38, t =  43.21 s / 487.38 tokens per second
58.26.764.744 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  22083, progress = 0.39, t =  45.90 s / 481.11 tokens per second
58.29.530.562 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  23107, progress = 0.41, t =  48.64 s / 475.08 tokens per second
58.32.360.849 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  24131, progress = 0.43, t =  51.44 s / 469.12 tokens per second
58.35.242.321 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  25155, progress = 0.45, t =  54.29 s / 463.32 tokens per second
58.38.179.123 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  26179, progress = 0.47, t =  57.20 s / 457.64 tokens per second
58.41.174.117 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  27203, progress = 0.49, t =  60.17 s / 452.11 tokens per second
58.44.224.588 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  28227, progress = 0.50, t =  63.19 s / 446.69 tokens per second
58.47.329.146 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  29251, progress = 0.52, t =  66.27 s / 441.40 tokens per second
58.50.482.610 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  30275, progress = 0.54, t =  69.40 s / 436.25 tokens per second
58.53.691.129 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  31299, progress = 0.56, t =  72.58 s / 431.23 tokens per second
58.56.953.387 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  32323, progress = 0.58, t =  75.81 s / 426.34 tokens per second
59.00.269.235 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  33347, progress = 0.60, t =  79.10 s / 421.57 tokens per second
59.03.635.598 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  34371, progress = 0.61, t =  82.44 s / 416.90 tokens per second
59.07.054.255 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  35395, progress = 0.63, t =  85.84 s / 412.35 tokens per second
59.10.528.474 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  36419, progress = 0.65, t =  89.28 s / 407.91 tokens per second
59.14.059.957 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  37443, progress = 0.67, t =  92.79 s / 403.54 tokens per second
59.17.652.773 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  38467, progress = 0.69, t =  96.35 s / 399.25 tokens per second
59.21.310.372 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  39491, progress = 0.71, t =  99.97 s / 395.02 tokens per second
59.24.131.658 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  40221, progress = 0.72, t = 103.68 s / 387.94 tokens per second
59.24.131.872 W slot create_check: id  3 | task 11831 | erasing old context checkpoint (pos_min = 2659, pos_max = 2659, n_tokens = 2660, size = 153.259 MiB)
59.28.068.812 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  41245, progress = 0.74, t = 106.62 s / 386.85 tokens per second
59.32.007.205 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  42269, progress = 0.75, t = 110.53 s / 382.44 tokens per second
59.35.991.984 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  43293, progress = 0.77, t = 114.50 s / 378.12 tokens per second
59.40.011.439 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  44317, progress = 0.79, t = 118.49 s / 374.00 tokens per second
59.44.126.543 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  45341, progress = 0.81, t = 122.55 s / 369.98 tokens per second
59.48.294.424 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  46365, progress = 0.83, t = 126.71 s / 365.92 tokens per second
59.52.514.770 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  47389, progress = 0.85, t = 130.89 s / 362.04 tokens per second
59.56.753.028 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  48413, progress = 0.86, t = 135.13 s / 358.27 tokens per second
60.01.017.957 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  49437, progress = 0.88, t = 139.38 s / 354.69 tokens per second
60.05.311.387 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  50461, progress = 0.90, t = 143.66 s / 351.26 tokens per second
60.09.649.740 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  51485, progress = 0.92, t = 147.97 s / 347.94 tokens per second
60.14.044.830 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  52509, progress = 0.94, t = 152.34 s / 344.68 tokens per second
60.18.498.731 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  53533, progress = 0.96, t = 156.76 s / 341.49 tokens per second
60.23.008.682 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  54557, progress = 0.97, t = 161.24 s / 338.35 tokens per second
60.27.381.374 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  55499, progress = 0.99, t = 165.78 s / 334.77 tokens per second
60.27.381.553 W slot create_check: id  3 | task 11831 | erasing old context checkpoint (pos_min = 19010, pos_max = 19010, n_tokens = 19011, size = 175.589 MiB)
60.29.731.447 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  56004, progress = 1.00, t = 168.04 s / 333.28 tokens per second
60.29.731.608 W slot create_check: id  3 | task 11831 | erasing old context checkpoint (pos_min = 40220, pos_max = 40220, n_tokens = 40221, size = 204.554 MiB)
60.30.044.066 I slot print_timing: id  3 | task 11831 | prompt processing, n_tokens =  56011, progress = 1.00, t = 170.39 s / 328.72 tokens per second
60.30.049.238 W slot create_check: id  3 | task 11831 | erasing old context checkpoint (pos_min = 55498, pos_max = 55498, n_tokens = 55499, size = 225.419 MiB)
60.34.308.333 I slot print_timing: id  3 | task 11831 | n_gen =    101, tg =  24.86 t/s, tg_3s =  25.11 t/s
60.37.370.845 I slot print_timing: id  3 | task 11831 | n_gen =    178, tg =  24.99 t/s, tg_3s =  25.14 t/s
60.40.419.558 I slot print_timing: id  3 | task 11831 | n_gen =    252, tg =  24.77 t/s, tg_3s =  24.27 t/s
60.43.441.973 I slot print_timing: id  3 | task 11831 | n_gen =    343, tg =  26.00 t/s, tg_3s =  30.11 t/s
60.44.408.305 I slot print_timing: id  3 | task 11831 | prompt eval time =  170799.96 ms / 56015 tokens (    3.05 ms per token,   327.96 tokens per second)
60.44.408.307 I slot print_timing: id  3 | task 11831 |        eval time =   14121.89 ms /   373 tokens (   37.96 ms per token,    26.34 tokens per second)
60.44.408.308 I slot print_timing: id  3 | task 11831 |       total time =  184921.85 ms / 56388 tokens
60.44.408.309 I slot print_timing: id  3 | task 11831 |    graphs reused =      11021
60.44.408.312 I slot print_timing: id  3 | task 11831 | draft acceptance = 0.75676 (  224 accepted /   296 generated), mean len =  2.51
60.44.409.712 I slot      release: id  3 | task 11831 | stop processing: n_tokens = 56387, truncated = 0
